Address,Area,Frontage,Access Road,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price,City,District
"Đường Định Công Hạ, Phường Định Công, Hoàng Mai, Hà Nội",35.0,4.0,4.0,3.0,3,3,Sale contract,Basic,2.6,Hà Nội,Hoàng Mai
"Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Long Biên, Hà Nội",42.0,4.0,3.5,5.0,3,4,Have certificate,Full,5.5,Hà Nội,Long Biên
"Phường Định Công, Hoàng Mai, Hà Nội",39.0,4.0,4.0,5.0,5,4,Have certificate,Full,6.3,Hà Nội,Hoàng Mai
"Đường Định Công Thượng, Phường Định Công, Hoàng Mai, Hà Nội",44.0,4.0,4.0,5.0,3,4,Have certificate,Full,5.5,Hà Nội,Hoàng Mai
"Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",29.0,4.0,10.0,4.0,2,2,Sale contract,Full,1.05,Hà Nội,Hai Bà Trưng
"Đường Nguyễn Đạo An, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",42.0,3.8,6.0,5.0,4,6,Have certificate,Full,9.6,Hà Nội,Bắc Từ Liêm
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",30.0,4.0,3.0,5.0,3,4,Have certificate,Full,5.28,Hà Nội,Hai Bà Trưng
"Đường Cổ Linh, Phường Thạch Bàn, Long Biên, Hà Nội",52.0,4.1,3.0,4.0,4,3,Have certificate,Full,5.85,Hà Nội,Long Biên
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",35.0,4.2,5.0,6.0,5,6,Have certificate,Full,7.0,Hà Nội,Hai Bà Trưng
"Phường Bửu Hòa, Biên Hòa, Đồng Nai",60.0,5.0,5.0,2.0,3,2,Have certificate,N/A,2.6,Đồng Nai,Biên Hòa
"Đường Đông Thiên, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",45.0,3.0,3.0,4.0,4,5,Have certificate,Basic,5.28,Hà Nội,Hoàng Mai
"Đường Nguyễn Ái Quốc, Phường Tân Hiệp, Biên Hòa, Đồng Nai",103.0,6.0,5.0,1.0,3,2,Have certificate,N/A,2.95,Đồng Nai,Biên Hòa
"Đường Nguyễn Văn Tiên, Phường Tân Phong, Biên Hòa, Đồng Nai",105.0,5.0,5.0,1.0,3,2,Have certificate,N/A,3.7,Đồng Nai,Biên Hòa
"Đường 1, Phường Bửu Hòa, Biên Hòa, Đồng Nai",153.0,8.3,5.0,1.0,2,1,Have certificate,N/A,3.9,Đồng Nai,Biên Hòa
"Đường Nguyễn Thị Đặng, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",100.0,5.0,5.0,3.0,4,3,Have certificate,N/A,8.3,Hồ Chí Minh,Quận 12
"Dự án Centa Diamond, Phường Phù Chẩn, Từ Sơn, Bắc Ninh",75.0,5.0,12.0,4.0,6,7,Have certificate,N/A,4.21,Bắc Ninh,Từ Sơn
"Đường Hiệp Thành 13, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",192.0,4.0,3.0,1.0,2,1,Have certificate,N/A,7.8,Hồ Chí Minh,Quận 12
"Đường Hồ Văn Cống, Phường Tương Bình Hiệp, Thủ Dầu Một, Bình Dương",120.0,4.0,6.0,2.0,3,3,Have certificate,Basic,1.56,Bình Dương,Thủ Dầu Một
"Đường Phạm Ngọc Thảo, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",58.0,4.5,6.0,3.0,3,3,Have certificate,Basic,6.4,Hồ Chí Minh,Tân Phú
"Đường  Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh",40.0,5.0,5.0,3.0,3,3,Have certificate,Full,5.6,Hồ Chí Minh,Quận 7
"Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",38.0,3.5,4.0,4.0,3,3,Have certificate,N/A,5.35,Hà Nội,Hai Bà Trưng
"Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",62.0,4.2,4.0,2.0,3,4,Have certificate,N/A,6.5,Hồ Chí Minh,Quận 2
"Đường Võ Thị Phải, Phường Thới An, Quận 12, Hồ Chí Minh",152.0,4.2,5.0,1.0,2,2,Have certificate,N/A,5.9,Hồ Chí Minh,Quận 12
"Ngõ 294, Đường Đội Cấn, Phường Cống Vị, Ba Đình, Hà Nội",32.0,4.2,5.0,5.0,3,1,Have certificate,Basic,6.5,Hà Nội,Ba Đình
"Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",100.0,5.0,10.0,1.0,1,1,Have certificate,N/A,6.5,Hồ Chí Minh,Quận 12
"Đường Hàm Nghi, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",36.0,3.5,4.0,6.0,4,5,Have certificate,Full,9.95,Hà Nội,Nam Từ Liêm
"Đường Nguyễn Tuyển, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh.",49.0,4.2,5.0,1.0,1,1,Sale contract,N/A,6.95,Hồ Chí Minh,Quận 2
"Đường Hưng Phú, Phường 9, Quận 8, Hồ Chí Minh",40.0,3.55,2.5,1.0,2,2,Have certificate,N/A,3.2,Hồ Chí Minh,Quận 8
"Đường Hiệp Thành 17, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",41.6,4.0,4.0,2.0,2,2,Have certificate,Full,3.38,Hồ Chí Minh,Quận 12
"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",58.0,5.0,3.0,5.0,6,4,Have certificate,Full,5.8,Hà Nội,Long Biên
"Đường Hồ Tùng Mậu, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",36.0,4.0,2.5,4.0,4,5,Have certificate,N/A,5.8,Hà Nội,Nam Từ Liêm
"Đường Đào Xuyên, Xã Đa Tốn, Gia Lâm, Hà Nội",51.0,4.2,3.5,2.0,2,1,Have certificate,N/A,2.8,Hà Nội,Gia Lâm
"Ngõ Hoà Bình 7, Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",32.0,4.0,3.0,4.0,3,3,Have certificate,Basic,4.6,Hà Nội,Hai Bà Trưng
"Dự án KĐT Lê Hồng Phong II, Đường Lê Hồng Phong, Phường Phước Hải, Nha Trang, Khánh Hòa",90.0,5.0,10.0,3.0,3,3,Sale contract,Full,7.0,Khánh Hòa,Nha Trang
"Đường 768, Xã Thạnh Phú, Vĩnh Cửu, Đồng Nai",80.0,5.0,5.0,2.0,3,2,Have certificate,Basic,1.65,Đồng Nai,Vĩnh Cửu
"Đường Đại Linh, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",40.0,4.5,3.0,4.0,4,4,Have certificate,Basic,6.0,Hà Nội,Nam Từ Liêm
"Đường Bùi Thị Xuân, Phường Bùi Thị Xuân, Hai Bà Trưng, Hà Nội",27.0,4.2,5.0,5.0,1,1,Have certificate,N/A,9.6,Hà Nội,Hai Bà Trưng
"Đường Thoại Ngọc Hầu, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",45.0,4.0,8.0,4.0,5,3,Sale contract,N/A,6.2,Hồ Chí Minh,Tân Phú
"Đường Phú Thọ Hòa, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",78.0,4.0,7.0,2.0,1,1,Have certificate,N/A,7.2,Hồ Chí Minh,Tân Phú
"Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",112.0,4.0,8.0,3.0,2,2,Have certificate,N/A,6.5,Hồ Chí Minh,Tân Phú
"Đường Nguyễn Trãi, Phường 3, Quận 5, Hồ Chí Minh",20.0,8.0,3.0,2.0,1,1,Have certificate,N/A,3.58,Hồ Chí Minh,Quận 5
"Đường Lê Quang Định, Phường 5, Bình Thạnh, Hồ Chí Minh",50.0,4.0,4.0,4.0,5,4,Have certificate,Basic,8.0,Hồ Chí Minh,Bình Thạnh
"Đường Phan Anh, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh",92.0,4.0,8.0,3.0,4,4,Have certificate,Basic,7.6,Hồ Chí Minh,Tân Phú
"Phố Trần Cung, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",31.0,4.0,3.0,5.0,3,3,Have certificate,Full,5.2,Hà Nội,Bắc Từ Liêm
"Đường Phú Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",37.0,4.5,4.0,5.0,3,4,Have certificate,N/A,4.6,Hà Nội,Bắc Từ Liêm
"Đường Mộc Hoàn, Xã Vân Côn, Hoài Đức, Hà Nội",40.0,4.2,5.0,4.0,3,3,Have certificate,Basic,2.45,Hà Nội,Hoài Đức
"Đường 3, Phường Tam Bình, Thủ Đức, Hồ Chí Minh.",40.0,4.2,5.0,2.0,2,2,Have certificate,N/A,2.75,Hồ Chí Minh,Thủ Đức
"Ngõ 514, Phố Trần Cung, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",35.0,5.0,3.0,5.0,3,4,Have certificate,Basic,4.9,Hà Nội,Bắc Từ Liêm
"Đường Phan Huy Ích, Phường 12, Gò Vấp, Hồ Chí Minh",68.0,4.0,8.0,4.0,4,5,Have certificate,Full,9.3,Hồ Chí Minh,Gò Vấp
"Dự án Midori Park, Đường Lý Thái Tổ, Phường Hòa Phú, Thủ Dầu Một, Bình Dương",115.0,6.0,6.0,4.0,6,6,Have certificate,N/A,8.7,Bình Dương,Thủ Dầu Một
"Đường Thúy Lĩnh, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",70.0,4.0,4.0,3.0,3,3,Have certificate,Basic,6.6,Hà Nội,Hoàng Mai
"Ngõ 268, Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",62.0,4.0,2.5,4.0,4,3,Have certificate,Full,6.88,Hà Nội,Long Biên
"Dự án Waterpoint, Đường Tỉnh lộ 824, Xã An Thạnh, Bến Lức, Long An",90.0,6.0,12.0,2.0,4,4,Sale contract,Basic,3.2,Long An,Bến Lức
"Dự án Midori Park, Đường Lý Thái Tổ, Phường Hòa Phú, Thủ Dầu Một, Bình Dương",115.0,6.0,6.0,4.0,6,6,Sale contract,N/A,7.8,Bình Dương,Thủ Dầu Một
"Dự án Midori Park, Đường Lý Thái Tổ, Phường Hòa Phú, Thủ Dầu Một, Bình Dương",115.0,6.0,6.0,4.0,6,6,Sale contract,N/A,7.5,Bình Dương,Thủ Dầu Một
"Đường Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",81.9,4.0,4.0,2.0,3,3,Have certificate,Full,7.7,Hồ Chí Minh,Quận 2
"Đường 106, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",100.0,4.0,6.0,2.0,6,6,Have certificate,N/A,7.0,Hồ Chí Minh,Quận 9
"Đường Xô Viết Nghệ Tĩnh, Phường 26, Bình Thạnh, Hồ Chí Minh",52.0,4.0,3.0,4.0,4,5,Sale contract,N/A,6.5,Hồ Chí Minh,Bình Thạnh
"Đường 32, Xã Kim Chung, Hoài Đức, Hà Nội",32.0,3.6,2.5,5.0,3,4,Have certificate,Basic,3.38,Hà Nội,Hoài Đức
"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",31.0,3.5,2.5,5.0,3,3,Have certificate,N/A,6.85,Hà Nội,Ba Đình
"Đường Số 28, Phường 6, Gò Vấp, Hồ Chí Minh",69.0,4.2,6.0,5.0,5,6,Sale contract,N/A,7.9,Hồ Chí Minh,Gò Vấp
"Đường 185, Phường Phước Long B, Quận 9, Hồ Chí Minh",78.0,5.2,8.0,2.0,3,2,Have certificate,N/A,8.5,Hồ Chí Minh,Quận 9
"Phố Xã Đàn, Phường Phương Liên, Đống Đa, Hà Nội",41.0,5.0,3.0,5.0,3,4,Have certificate,Basic,7.58,Hà Nội,Đống Đa
"Đường Định Công Thượng, Phường Định Công, Hoàng Mai, Hà Nội",29.0,4.0,4.0,4.0,4,3,Have certificate,N/A,3.99,Hà Nội,Hoàng Mai
"Đường Nguyễn Khoái, Phường 2, Quận 4, Hồ Chí Minh",35.5,4.0,3.5,3.0,3,3,Sale contract,N/A,3.9,Hồ Chí Minh,Quận 4
"Đường Tôn Thất Thuyết, Phường 4, Quận 4, Hồ Chí Minh",31.0,3.46,5.0,3.0,2,2,Have certificate,N/A,4.6,Hồ Chí Minh,Quận 4
"Đường Ngọc Hà, Phường Ngọc Hà, Ba Đình, Hà Nội",80.0,5.0,2.0,5.0,4,4,Have certificate,Full,9.8,Hà Nội,Ba Đình
"Phường 18, Quận 4, Hồ Chí Minh",31.0,4.2,4.0,5.0,6,4,Have certificate,N/A,3.5,Hồ Chí Minh,Quận 4
"Đường Liên Xã, Xã Đại Thành, Quốc Oai, Hà Nội",45.0,3.8,3.5,3.0,3,3,Have certificate,Full,2.7,Hà Nội,Quốc Oai
"Đường Hoàng Hoa Thám, Phường 5, Bình Thạnh, Hồ Chí Minh",64.0,4.0,5.0,4.0,4,5,Have certificate,Full,8.5,Hồ Chí Minh,Bình Thạnh
"Đường  Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh",46.0,4.0,3.0,3.0,4,4,Sale contract,N/A,5.3,Hồ Chí Minh,Quận 7
"Lô 26, Đường Lê Hồng Phong, Phường Đông Khê, Ngô Quyền, Hải Phòng",68.0,4.4,5.0,3.0,3,3,Have certificate,Basic,8.99,Hải Phòng,Ngô Quyền
"Đường Hòa Hưng, Phường 12, Quận 10, Hồ Chí Minh",35.0,3.5,5.0,3.0,3,3,Have certificate,Basic,5.75,Hồ Chí Minh,Quận 10
"Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",62.0,5.5,8.0,2.0,3,2,Have certificate,Full,4.8,Hồ Chí Minh,Bình Tân
"Đường Huỳnh Mẫn Đạt, Phường Hóa An, Biên Hòa, Đồng Nai",61.0,5.6,10.0,2.0,3,2,Have certificate,Full,2.6,Đồng Nai,Biên Hòa
"Đường Nguyễn Thị Tồn, Phường Bửu Hòa, Biên Hòa, Đồng Nai",69.0,4.8,5.0,2.0,3,2,Have certificate,Full,2.9,Đồng Nai,Biên Hòa
"Đường Hoàng Minh Chánh, Phường Hóa An, Biên Hòa, Đồng Nai",62.0,4.0,10.0,2.0,3,3,Have certificate,Full,2.75,Đồng Nai,Biên Hòa
"Phố Lý Quốc Sư, Phường Võ Cường, Bắc Ninh, Bắc Ninh",45.0,3.7,5.0,2.0,2,2,Have certificate,Full,3.1,Bắc Ninh,Bắc Ninh
"Đường Trần Phú, Phường Mỗ Lao, Hà Đông, Hà Nội",50.0,4.0,3.0,1.0,1,1,Have certificate,N/A,6.3,Hà Nội,Hà Đông
"Ngõ 663, Đường Trương Định, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",32.0,4.0,5.0,4.0,5,3,Have certificate,Full,4.65,Hà Nội,Hoàng Mai
"Đường Phú Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",45.0,4.0,4.0,5.0,3,4,Have certificate,Full,9.55,Hà Nội,Bắc Từ Liêm
"Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",80.0,4.0,8.0,3.0,3,2,Have certificate,Full,8.0,Hồ Chí Minh,Tân Phú
"Đường Nguyễn An Ninh, Phường Tương Mai, Hoàng Mai, Hà Nội",54.0,4.0,2.0,2.0,4,2,Have certificate,Basic,4.85,Hà Nội,Hoàng Mai
"Đường Tam Trinh, Phường Yên Sở, Hoàng Mai, Hà Nội",46.0,5.0,4.0,5.0,5,5,Have certificate,Full,4.55,Hà Nội,Hoàng Mai
"Đường 18, Phường  Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",87.0,4.0,4.0,2.0,4,2,Have certificate,Basic,6.9,Hồ Chí Minh,Quận 2
"Đường Xô Viết Nghệ Tĩnh, Phường 26, Bình Thạnh, Hồ Chí Minh",45.0,4.0,3.0,4.0,4,3,Have certificate,Full,6.6,Hồ Chí Minh,Bình Thạnh
"Đường Quang Trung, Phường 14, Gò Vấp, Hồ Chí Minh",53.0,4.2,7.0,3.0,3,3,Have certificate,N/A,6.4,Hồ Chí Minh,Gò Vấp
"Đường Số 33, Phường Tân Kiểng, Quận 7, Hồ Chí Minh",69.3,4.2,5.0,2.0,3,2,Sale contract,N/A,7.7,Hồ Chí Minh,Quận 7
"Hẻm 60, Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Hồ Chí Minh",82.0,4.2,4.0,2.0,3,3,Have certificate,N/A,7.3,Hồ Chí Minh,Quận 7
"Đường 32, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",80.0,4.0,4.5,3.0,4,4,Have certificate,Basic,8.0,Hồ Chí Minh,Thủ Đức
"Đường Phú Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",32.0,4.5,2.5,5.0,3,4,Have certificate,Full,4.4,Hà Nội,Bắc Từ Liêm
"Đường Âu Dương Lân, Phường 3, Quận 8, Hồ Chí Minh",44.0,3.91,4.0,4.0,2,2,Have certificate,N/A,6.3,Hồ Chí Minh,Quận 8
"Phố Yên Duyên, Phường Yên Sở, Hoàng Mai, Hà Nội",26.0,3.0,4.0,5.0,3,3,Have certificate,Basic,2.65,Hà Nội,Hoàng Mai
"Đường Nguyễn Trãi, Phường Nhân Chính, Thanh Xuân, Hà Nội",48.0,4.0,3.5,5.0,4,6,Sale contract,N/A,7.75,Hà Nội,Thanh Xuân
"Phường Tam Bình, Thủ Đức, Hồ Chí Minh",58.0,4.0,7.0,1.0,2,1,Have certificate,N/A,3.5,Hồ Chí Minh,Thủ Đức
"Royal River City, 80, Đường Hạ Lý, Phường Hạ Lý, Hồng Bàng, Hải Phòng",75.0,5.0,7.0,5.0,5,5,Have certificate,N/A,8.5,Hải Phòng,Hồng Bàng
"Đường 70, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",30.0,3.5,3.0,5.0,3,4,Have certificate,Basic,4.5,Hà Nội,Nam Từ Liêm
"Ngõ 258, Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội.",46.0,4.3,5.0,4.0,3,3,Have certificate,Full,5.5,Hà Nội,Hoàng Mai
"Phố Lê Thanh Nghị, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",40.0,4.5,2.0,4.0,3,4,Have certificate,N/A,6.75,Hà Nội,Hai Bà Trưng
"Đường Nguyễn Trãi, Phường Nguyễn Trãi, Hà Đông, Hà Nội",45.0,4.0,12.0,4.0,4,3,Sale contract,N/A,8.5,Hà Nội,Hà Đông
"Đường Phan Sào Nam, Phường 11, Tân Bình, Hồ Chí Minh",44.0,3.5,5.0,2.0,3,2,Have certificate,Full,6.8,Hồ Chí Minh,Tân Bình
"Đường Bùi Hữu Nghĩa, Phường Bửu Hòa, Biên Hòa, Đồng Nai",50.0,6.0,5.0,3.0,3,3,Have certificate,N/A,2.8,Đồng Nai,Biên Hòa
"Đường Hóc Hưu, Xã Qui Đức, Bình Chánh, Hồ Chí Minh",160.0,4.2,6.0,2.0,4,2,Have certificate,Full,2.8,Hồ Chí Minh,Bình Chánh
"Đường Chiến Thắng, Phường Văn Quán, Hà Đông, Hà Nội",38.0,3.5,12.0,4.0,4,4,Have certificate,N/A,9.2,Hà Nội,Hà Đông
"Phường Tân Hiệp, Biên Hòa, Đồng Nai",103.0,5.0,5.0,2.0,3,2,Have certificate,Basic,2.95,Đồng Nai,Biên Hòa
"HP Elite Central, Tổ dân phố Đống Khê 1, Đường Bùi Viện, Phường Đồng Hòa, Kiến An, Hải Phòng",60.0,5.0,12.0,4.0,4,5,Have certificate,N/A,4.0,Hải Phòng,Kiến An
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",50.0,4.0,2.5,4.0,4,3,Have certificate,Full,7.35,Hà Nội,Bắc Từ Liêm
"Đường Yên Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội",32.0,3.5,3.0,5.0,3,4,Have certificate,Basic,3.05,Hà Nội,Hà Đông
"Đường  Phạm Huy Thông, Phường 6, Gò Vấp, Hồ Chí Minh",80.0,4.0,7.0,4.0,5,5,Have certificate,Full,8.4,Hồ Chí Minh,Gò Vấp
"Đường Trần Xuân Hòa, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",100.0,5.0,5.5,2.0,4,4,Have certificate,Full,4.6,Đà Nẵng,Ngũ Hành Sơn
"Dự án Đông Tăng Long, Đường Nguyễn Duy Trinh, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",100.0,5.0,12.0,3.0,4,4,Have certificate,N/A,7.3,Hồ Chí Minh,Quận 9
"Phố Đà Nẵng, Phường Đông Hải 1, Hải An, Hải Phòng",71.0,4.0,12.0,4.0,4,3,Have certificate,Basic,5.95,Hải Phòng,Hải An
"Xã Hòa Tiến, Hòa Vang, Đà Nẵng",175.0,5.0,3.5,1.0,3,2,Have certificate,N/A,1.35,Đà Nẵng,Hòa Vang
"Đường Phú Vinh, Xã An Khánh, Hoài Đức, Hà Nội",35.0,3.8,2.9,5.0,3,4,Have certificate,N/A,3.85,Hà Nội,Hoài Đức
"Đường Tân Hương, Phường Tân Thành, Tân Phú, Hồ Chí Minh",64.0,4.0,6.0,1.0,1,1,Have certificate,N/A,6.6,Hồ Chí Minh,Tân Phú
"Thị trấn Trạm Trôi, Hoài Đức, Hà Nội",34.0,4.2,5.0,5.0,3,3,Sale contract,N/A,2.75,Hà Nội,Hoài Đức
"Đường 32, Xã Kim Chung, Hoài Đức, Hà Nội",34.0,3.6,2.5,5.0,4,4,Sale contract,N/A,3.6,Hà Nội,Hoài Đức
"Đường 422B, Xã Vân Canh, Hoài Đức, Hà Nội",40.0,4.5,3.0,5.0,7,5,Have certificate,Basic,5.0,Hà Nội,Hoài Đức
"Đường Lê Quang Đạo, Phường Phú Đô, Nam Từ Liêm, Hà Nội.",50.0,4.3,5.0,4.0,4,3,Have certificate,Basic,8.4,Hà Nội,Nam Từ Liêm
"Đường 2/4, Phường Vĩnh Phước, Nha Trang, Khánh Hòa",31.0,4.0,2.5,1.0,2,1,Have certificate,Full,1.8,Khánh Hòa,Nha Trang
"Phố Bạch Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội",40.0,5.0,3.0,5.0,3,4,Have certificate,Full,7.4,Hà Nội,Hai Bà Trưng
"Đường Vĩnh Phúc, Phường Vĩnh Phúc, Ba Đình, Hà Nội",40.0,4.0,5.0,5.0,3,4,Have certificate,Full,6.8,Hà Nội,Ba Đình
"Đường Trương Thị Hoa, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",33.6,3.5,2.0,2.0,2,2,Have certificate,Full,2.88,Hồ Chí Minh,Quận 12
"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",40.0,3.5,3.0,4.0,4,3,Have certificate,N/A,4.7,Hà Nội,Tây Hồ
"Đường Giáp Bát, Phường Giáp Bát, Hoàng Mai, Hà Nội",36.0,4.8,3.0,4.0,5,4,Have certificate,Full,7.8,Hà Nội,Hoàng Mai
"Đường Trần Thị Hè, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",67.0,11.0,7.0,1.0,3,3,Have certificate,Basic,4.05,Hồ Chí Minh,Quận 12
"1/, Đường Tân Thới Hiệp 13, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",40.0,4.0,3.0,2.0,2,2,Have certificate,Full,2.89,Hồ Chí Minh,Quận 12
"Đường Nguyễn Súy, Phường Tân Quý, Tân Phú, Hồ Chí Minh",68.0,8.3,4.0,3.0,4,3,Have certificate,Full,6.7,Hồ Chí Minh,Tân Phú
"Ngõ 239, Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội",40.0,4.0,5.0,5.0,3,3,Have certificate,Basic,6.0,Hà Nội,Long Biên
"Đường Dương Văn An, Phường  An Hải Bắc, Sơn Trà, Đà Nẵng",75.0,5.0,5.5,3.0,3,1,Have certificate,N/A,4.55,Đà Nẵng,Sơn Trà
"Dự án Centa City Hải Phòng, Đường 359, Xã Dương Quan, Thủy Nguyên, Hải Phòng",75.0,5.0,12.0,3.0,4,3,Have certificate,N/A,3.57,Hải Phòng,Thủy Nguyên
"Đường Liên Khu 2-5, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",65.0,4.3,8.0,1.0,1,1,Have certificate,Basic,5.25,Hồ Chí Minh,Quận 12
"Đường Phan Kế Bính, Phường Cống Vị, Ba Đình, Hà Nội",46.0,3.5,5.0,5.0,6,4,Have certificate,Basic,7.3,Hà Nội,Ba Đình
"Đường Tân Thới Hiệp 20, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",45.0,4.5,4.0,3.0,4,2,Have certificate,Basic,3.65,Hồ Chí Minh,Quận 12
"Đường Tân Hương, Phường Tân Quý, Tân Phú, Hồ Chí Minh",96.0,4.0,8.0,1.0,2,1,Sale contract,N/A,7.8,Hồ Chí Minh,Tân Phú
"Đường Bành Văn Trân, Phường 7, Tân Bình, Hồ Chí Minh",26.0,3.6,2.5,4.0,4,4,Have certificate,Full,5.9,Hồ Chí Minh,Tân Bình
"2279, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",52.0,4.0,10.0,3.0,4,5,Have certificate,Full,5.5,Hồ Chí Minh,Nhà Bè
"Đường 203, Xã An Đồng, An Dương, Hải Phòng",63.0,7.0,2.5,3.0,3,3,Sale contract,N/A,3.65,Hải Phòng,An Dương
"Đường An Dương, Phường Yên Phụ, Tây Hồ, Hà Nội",38.42,3.8,2.0,6.0,4,4,Sale contract,N/A,9.0,Hà Nội,Tây Hồ
"Đường Phan Văn Hớn, Xã Xuân Thới Thượng, Hóc Môn, Hồ Chí Minh",113.0,5.0,8.0,3.0,3,4,Have certificate,Full,5.6,Hồ Chí Minh,Hóc Môn
"Đường Nguyễn Thị Định, Phường  Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",29.0,5.5,7.0,3.0,2,3,Have certificate,Basic,3.5,Hồ Chí Minh,Quận 2
"Đường Liên Xã, Xã Phụng Châu, Chương Mỹ, Hà Nội",32.0,4.0,4.0,4.0,4,3,Have certificate,Basic,2.13,Hà Nội,Chương Mỹ
"Đường Cầu Bươu, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",45.0,4.0,3.0,5.0,4,3,Have certificate,Basic,6.6,Hà Nội,Thanh Trì
"Đường Nghĩa Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội",60.0,4.0,2.8,3.0,2,2,Have certificate,Full,5.9,Hà Nội,Hà Đông
"Đường Văn Tiến Dũng, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",100.0,5.0,11.0,2.0,3,2,Have certificate,Full,4.5,Đà Nẵng,Cẩm Lệ
"Dự án Artisan Park, Phường Hòa Phú, Thủ Dầu Một, Bình Dương",100.0,5.0,2.0,4.0,4,4,Sale contract,N/A,7.1,Bình Dương,Thủ Dầu Một
"Đường Định Công Thượng, Phường Định Công, Hoàng Mai, Hà Nội",40.0,4.0,4.0,4.0,4,4,Sale contract,N/A,5.35,Hà Nội,Hoàng Mai
"Đường Số 1A, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",84.0,4.0,12.0,2.0,2,2,Have certificate,Full,9.5,Hồ Chí Minh,Bình Tân
"Phường Tân Phú, Quận 9, Hồ Chí Minh",33.0,6.0,4.0,1.0,3,2,Have certificate,Basic,2.16,Hồ Chí Minh,Quận 9
"184/ Đường Lê Đình Cẩn, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",68.0,4.2,5.0,2.0,2,2,Have certificate,Full,4.3,Hồ Chí Minh,Bình Tân
