Address,Area,Frontage,Access Road,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price,City,District,class
"Đường Văn Cao, Phường Liễu Giai, Ba Đình, Hà Nội",41.0,4.1,3.0,4.0,3,4,Have certificate,No furnishings,9.0,Hà Nội,Ba Đình,1.0
"Đường Khuyến Lương, Phường Trần Phú, Hoàng Mai, Hà Nội",31.0,4.6,4.0,5.0,3,3,Have certificate,Full,3.95,Hà Nội,Hoàng Mai,1.0
"Dự án PARCSpring, Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",136.0,4.4,5.0,1.0,2,2,Have certificate,Basic,6.5,Hồ Chí Minh,Quận 2,0.0
"Đường Số 40, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",50.0,4.3,5.0,2.0,2,2,Have certificate,Full,3.5,Hồ Chí Minh,Thủ Đức,0.0
"Đường Phúc Diễn, Phường Phúc Diễn, Bắc Từ Liêm, Hà Nội",35.0,3.5,2.5,5.0,3,4,Have certificate,No furnishings,5.6,Hà Nội,Bắc Từ Liêm,1.0
"Đường Số 17, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",64.0,4.0,12.0,5.0,5,4,Have certificate,Basic,9.6,Hồ Chí Minh,Thủ Đức,1.0
"Đường Quốc lộ 1A, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",68.0,4.4,4.0,1.0,3,2,Have certificate,Basic,3.05,Hồ Chí Minh,Quận 12,0.0
"Dự án An Phú Thịnh, Đường Huỳnh Tấn Phát, Phường Nhơn Bình, Quy Nhơn, Bình Định",47.0,4.4,5.0,1.0,1,1,Sale contract,No furnishings,1.7,Bình Định,Quy Nhơn,0.0
"Đường Trần Xuân Lê, Phường Hòa Khê, Thanh Khê, Đà Nẵng",65.6,3.55,2.5,1.0,1,1,Have certificate,No furnishings,2.37,Đà Nẵng,Thanh Khê,0.0
"Lô 17, Đường Lê Hồng Phong, Phường Đằng Lâm, Hải An, Hải Phòng",60.0,4.0,12.0,3.0,2,3,Have certificate,Basic,4.88,Hải Phòng,Hải An,0.0
"Đường Trần Hoàn, Phường  Đằng Hải, Hải An, Hải Phòng",52.0,4.0,12.0,4.0,4,5,Have certificate,No furnishings,4.5,Hải Phòng,Hải An,1.0
"Đường Phan Huy Ích, Phường 10, Tân Bình, Hồ Chí Minh",60.0,4.4,5.0,3.0,4,3,Have certificate,No furnishings,8.0,Hồ Chí Minh,Tân Bình,1.0
"Đường Lưu Chí Hiếu, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",56.0,4.0,3.5,2.0,2,2,Have certificate,Full,4.5,Hồ Chí Minh,Tân Phú,0.0
"Đường Ngũ Hành Sơn, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",132.0,6.0,4.5,3.0,3,3,Have certificate,Full,9.0,Đà Nẵng,Ngũ Hành Sơn,0.0
"Đường Đằng Hải, Phường  Đằng Hải, Hải An, Hải Phòng",54.0,4.3,5.0,4.0,3,3,Have certificate,Full,3.86,Hải Phòng,Hải An,1.0
"Dự án Đông Tăng Long, Đường N5, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",100.0,5.0,10.0,4.0,4,4,Have certificate,No furnishings,6.5,Hồ Chí Minh,Quận 9,1.0
"Đường Lũng Đông, Phường  Đằng Hải, Hải An, Hải Phòng",66.0,4.6,12.0,4.0,4,4,Have certificate,Full,4.79,Hải Phòng,Hải An,1.0
"Đường 193 Văn Cao, Phường Đằng Lâm, Hải An, Hải Phòng",83.0,4.2,12.0,4.0,4,4,Have certificate,Basic,6.2,Hải Phòng,Hải An,1.0
"Dự án Park Riverside Tân Cảng, Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh",75.0,5.0,12.0,3.0,3,3,Have certificate,Full,8.2,Hồ Chí Minh,Quận 9,1.0
"654, Đường Ngô Gia Tự, Phường Thành Tô, Hải An, Hải Phòng",40.0,4.0,6.0,4.0,3,3,Have certificate,Basic,3.95,Hải Phòng,Hải An,1.0
"Đường Lê Hồng Phong, Phường Đông Khê, Ngô Quyền, Hải Phòng",68.0,4.4,12.0,3.0,3,3,Have certificate,Full,8.99,Hải Phòng,Ngô Quyền,1.0
"Đường 6, Phường Biên Giang, Hà Đông, Hà Nội",34.0,3.6,2.5,4.0,3,3,Have certificate,Basic,2.7,Hà Nội,Hà Đông,1.0
"Đường Liên khu 4-5, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",24.0,4.0,5.0,2.0,2,3,Sale contract,Full,1.68,Hồ Chí Minh,Bình Tân,0.0
"Đường 6, Phường Biên Giang, Hà Đông, Hà Nội",38.0,3.6,4.0,3.0,4,3,Have certificate,No furnishings,2.7,Hà Nội,Hà Đông,1.0
"Green Riverside, Huỳnh Tấn Phát, Phú Xuân, Nhà Bè, Hồ Chí Minh",91.2,6.5,7.0,3.0,4,5,Have certificate,Full,9.2,Hồ Chí Minh,Nhà Bè,1.0
"Đường Trần Hưng Đạo, Phường Đông Hòa, Dĩ An, Bình Dương",60.0,4.0,10.0,2.0,3,2,Have certificate,Basic,3.35,Bình Dương,Dĩ An,0.0
"Phường Đông Hòa, Dĩ An, Bình Dương",113.7,4.5,4.0,2.0,2,2,Have certificate,Basic,3.19,Bình Dương,Dĩ An,0.0
"Phố Hà Đặc, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",85.0,4.4,5.0,3.0,5,4,Sale contract,No furnishings,8.69,Đà Nẵng,Sơn Trà,1.0
"Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",70.0,5.0,12.0,2.0,3,2,Have certificate,No furnishings,9.9,Hồ Chí Minh,Quận 7,0.0
"Đường Phú Minh, Phường Minh Khai, Bắc Từ Liêm, Hà Nội",54.0,4.5,2.5,5.0,3,3,Have certificate,Basic,6.0,Hà Nội,Bắc Từ Liêm,1.0
"Dự án Park Riverside Tân Cảng, Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh",75.0,5.0,12.0,3.0,3,3,Have certificate,Full,8.49,Hồ Chí Minh,Quận 9,1.0
"49//77, Đường Số 51, Phường 14, Gò Vấp, Hồ Chí Minh",36.0,4.4,5.0,4.0,3,3,Have certificate,No furnishings,4.45,Hồ Chí Minh,Gò Vấp,1.0
"Hẻm số 02, Đường Thiên Phước, Phường 9, Tân Bình, Hồ Chí Minh",41.3,4.35,5.0,1.0,1,1,Have certificate,No furnishings,6.5,Hồ Chí Minh,Tân Bình,0.0
"Đường Mỗ Lao, Phường Mỗ Lao, Hà Đông, Hà Nội",42.0,4.0,6.0,4.0,4,3,Have certificate,Full,10.0,Hà Nội,Hà Đông,1.0
"Đường Quang Trung, Phường 10, Gò Vấp, Hồ Chí Minh",45.0,4.0,3.0,2.0,3,2,Sale contract,No furnishings,3.76,Hồ Chí Minh,Gò Vấp,0.0
"Đường Phạm Văn Chiêu, Phường 9, Gò Vấp, Hồ Chí Minh",56.0,4.0,4.0,4.0,4,5,Have certificate,No furnishings,6.95,Hồ Chí Minh,Gò Vấp,1.0
"Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",70.0,4.0,6.0,3.0,3,3,Have certificate,No furnishings,6.2,Hồ Chí Minh,Thủ Đức,1.0
"Đường Ngô Gia Tự, Phường Thành Tô, Hải An, Hải Phòng",60.0,5.0,12.0,3.0,2,2,Have certificate,Basic,3.99,Hải Phòng,Hải An,0.0
"Đường Mỗ Lao, Phường Mỗ Lao, Hà Đông, Hà Nội",38.0,3.7,4.0,5.0,4,4,Have certificate,Full,7.5,Hà Nội,Hà Đông,1.0
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",38.0,4.199999999999999,3.0,6.0,3,5,Have certificate,Full,6.8,Hà Nội,Bắc Từ Liêm,1.0
"Đường Văn Cao, Phường Đằng Lâm, Hải An, Hải Phòng",90.0,4.5,12.0,5.0,4,5,Have certificate,Full,8.6,Hải Phòng,Hải An,1.0
"Phố Doãn Kế Thiện, Phường Mai Dịch, Cầu Giấy, Hà Nội",35.0,3.5,3.0,5.0,3,4,Have certificate,Full,5.5,Hà Nội,Cầu Giấy,1.0
"1/, Đường Số 13A, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",24.0,3.0,3.0,1.0,2,2,Have certificate,Basic,2.75,Hồ Chí Minh,Bình Tân,0.0
"Đường Ngô Gia Tự, Phường Thành Tô, Hải An, Hải Phòng",60.0,5.0,12.0,4.0,4,4,Have certificate,Full,5.8,Hải Phòng,Hải An,1.0
"Đường  59, Phường 14, Gò Vấp, Hồ Chí Minh",52.0,4.0,7.0,4.0,4,6,Have certificate,Full,8.68,Hồ Chí Minh,Gò Vấp,1.0
"Phường Đông Thọ, Thanh Hóa, Thanh Hóa.",128.0,9.9,5.0,1.0,1,1,Have certificate,No furnishings,1.96,Thanh Hóa,Thanh Hóa,0.0
"Đường Chợ Hàng, Phường Hàng Kênh, Lê Chân, Hải Phòng",46.0,4.4,5.0,4.0,4,4,Have certificate,Basic,3.35,Hải Phòng,Lê Chân,1.0
"Phố Phùng Hưng, Phường Phước Long, Nha Trang, Khánh Hòa",103.2,5.25,3.0,3.0,6,5,Have certificate,Full,5.3,Khánh Hòa,Nha Trang,1.0
"Đường Văn Cao, Phường Đằng Lâm, Hải An, Hải Phòng",90.0,4.5,12.0,4.0,4,5,Have certificate,Full,6.5,Hải Phòng,Hải An,1.0
"Đường Dương Khuê, Phường Mai Dịch, Cầu Giấy, Hà Nội",50.0,4.2,2.5,4.0,4,4,Have certificate,Full,8.35,Hà Nội,Cầu Giấy,1.0
"Phố Trần Cung, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",63.0,4.68,3.0,4.0,4,3,Have certificate,Full,8.5,Hà Nội,Cầu Giấy,1.0
"Đường Hà Khê, Phường Xuân Hà, Thanh Khê, Đà Nẵng",48.5,4.4,6.0,2.0,3,2,Have certificate,No furnishings,3.1,Đà Nẵng,Thanh Khê,0.0
"Đường Hiệp Thành 13, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",65.0,4.0,8.0,4.0,4,5,Have certificate,No furnishings,4.2,Hồ Chí Minh,Quận 12,1.0
"Phường Vĩnh Hòa, Nha Trang, Khánh Hòa",150.0,7.5,6.0,2.0,3,2,Have certificate,No furnishings,5.1,Khánh Hòa,Nha Trang,0.0
"Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội",40.0,4.0,3.0,4.0,4,3,Have certificate,No furnishings,5.95,Hà Nội,Hoàng Mai,1.0
"Đường Lê Trọng Tấn, Phường Khương Mai, Thanh Xuân, Hà Nội",46.0,4.0,4.0,4.0,4,3,Have certificate,Full,9.5,Hà Nội,Thanh Xuân,1.0
"Đường Ngô Gia Tự, Phường 9, Quận 10, Hồ Chí Minh",45.4,4.35,2.3,2.0,2,1,Have certificate,No furnishings,5.2,Hồ Chí Minh,Quận 10,0.0
"Ngõ 18, Đường Thanh Lãm, Phường Phú Lãm, Hà Đông, Hà Nội",32.0,3.8,2.0,5.0,3,4,Have certificate,Full,3.82,Hà Nội,Hà Đông,1.0
"Đường Vườn Lài, Phường An Phú Đông, Quận 12, Hồ Chí Minh",95.0,5.0,5.0,3.0,4,4,Have certificate,No furnishings,4.19,Hồ Chí Minh,Quận 12,1.0
"Tổ 3, Đường Văn Nội, Phường Phú Lương, Hà Đông, Hà Nội",30.0,4.4,5.0,1.0,1,1,Have certificate,No furnishings,3.3,Hà Nội,Hà Đông,0.0
"656/74/143, Đường Quang Trung, Phường 11, Gò Vấp, Hồ Chí Minh",78.8,4.4,3.0,5.0,5,6,Have certificate,Full,6.79,Hồ Chí Minh,Gò Vấp,1.0
"Đường Hồ Tùng Mậu, Phường Mai Dịch, Cầu Giấy, Hà Nội",61.0,4.0,3.0,4.0,4,3,Have certificate,Full,9.2,Hà Nội,Cầu Giấy,1.0
"Dự án Đông Tăng Long, Đường Nguyễn Duy Trinh, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",130.0,5.0,12.0,4.0,6,6,Have certificate,No furnishings,6.99,Hồ Chí Minh,Quận 9,1.0
"Phố Trần Bình, Phường Mai Dịch, Cầu Giấy, Hà Nội",50.0,4.2,3.0,4.0,4,3,Have certificate,Full,7.3,Hà Nội,Cầu Giấy,1.0
"Dự án Ecopark, Xã Xuân Quan, Văn Giang, Hưng Yên",110.0,4.4,5.0,1.0,1,1,Have certificate,No furnishings,9.0,Hưng Yên,Văn Giang,0.0
"Phố Trần Cung, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",60.0,4.68,3.0,4.0,4,3,Have certificate,Full,8.8,Hà Nội,Cầu Giấy,1.0
"Xã Hòa Long, Bà Rịa, Bà Rịa Vũng Tàu.",140.0,4.4,5.0,1.0,2,2,Have certificate,No furnishings,3.5,Bà Rịa Vũng Tàu,Bà Rịa,0.0
"Đường Thống Nhất, Phường 15, Gò Vấp, Hồ Chí Minh",100.0,6.0,6.0,2.0,6,4,Have certificate,Full,7.5,Hồ Chí Minh,Gò Vấp,1.0
"Đường Phạm Văn Chiêu, Phường 8, Gò Vấp, Hồ Chí Minh",40.8,3.85,3.5,2.0,2,2,Have certificate,Basic,3.45,Hồ Chí Minh,Gò Vấp,0.0
"Ngõ 117, Phố Trần Cung, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",39.0,4.0,5.0,4.0,4,3,Have certificate,Full,5.1,Hà Nội,Cầu Giấy,1.0
"Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh",90.0,5.0,12.0,3.0,4,4,Have certificate,No furnishings,10.0,Hồ Chí Minh,Quận 9,1.0
"Phố Lý Thường Kiệt, Phường 4, Mỹ Tho, Tiền Giang",47.0,4.4,5.0,1.0,2,1,Have certificate,No furnishings,1.5,Tiền Giang,Mỹ Tho,0.0
"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh",90.0,5.05,4.0,2.0,4,2,Have certificate,Full,5.0,Hồ Chí Minh,Quận 12,0.0
"Hẻm 373, Phố Lý Thường Kiệt, Phường 8, Tân Bình, Hồ Chí Minh",67.0,3.8,4.0,4.0,4,4,Have certificate,Full,7.5,Hồ Chí Minh,Tân Bình,1.0
"Đường Nguyễn Văn Tỏ, Phường Hóa An, Biên Hòa, Đồng Nai",70.0,6.0,5.0,3.0,5,3,Have certificate,Full,3.5,Đồng Nai,Biên Hòa,1.0
"Đường Số 6, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",50.0,4.4,5.0,2.0,2,2,Sale contract,No furnishings,3.9,Hồ Chí Minh,Quận 2,0.0
"đường Đông Ngạc, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",72.0,5.2,3.0,3.0,6,4,Have certificate,No furnishings,7.5,Hà Nội,Bắc Từ Liêm,1.0
"Đường Đàm Quang Trung, Phường Long Biên, Long Biên, Hà Nội",50.0,6.0,4.0,6.0,4,5,Have certificate,Full,9.8,Hà Nội,Long Biên,1.0
"Đường Hồng Hà, Phường Phúc Xá, Ba Đình, Hà Nội",36.0,3.0,5.0,4.0,4,3,Have certificate,Full,7.5,Hà Nội,Ba Đình,1.0
"Phường Linh Chiểu, Thủ Đức, Hồ Chí Minh",89.4,4.7,5.0,1.0,4,4,Have certificate,No furnishings,6.2,Hồ Chí Minh,Thủ Đức,0.0
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",45.0,4.8,3.0,4.0,3,3,Have certificate,Full,6.95,Hà Nội,Long Biên,1.0
"Đường Đàm Quang Trung, Phường Long Biên, Long Biên, Hà Nội",47.0,5.05,3.0,6.0,4,4,Have certificate,Basic,9.5,Hà Nội,Long Biên,1.0
"Dự án Vinhomes Royal Island, Xã Thủy Triều, Thủy Nguyên, Hải Phòng",67.5,5.0,9.0,4.0,4,4,Have certificate,No furnishings,8.89,Hải Phòng,Thủy Nguyên,1.0
"Đường Nguyễn Sơn, Phường Ngọc Lâm, Long Biên, Hà Nội",46.0,3.5,3.0,4.0,5,5,Have certificate,Basic,6.6,Hà Nội,Long Biên,1.0
"Ngõ 1181, Đường Quang Trung, Phường Yên Nghĩa, Hà Đông, Hà Nội",31.0,4.2,5.0,5.0,3,3,Have certificate,Basic,3.6,Hà Nội,Hà Đông,1.0
"Phường Tân Quy, Quận 7, Hồ Chí Minh",64.77,4.0,4.0,2.0,2,2,Sale contract,No furnishings,6.5,Hồ Chí Minh,Quận 7,0.0
"Đường HL 30, Xã Trung Hòa, Chợ Gạo, Tiền Giang",152.5,4.4,5.0,1.0,2,1,Sale contract,No furnishings,1.25,Tiền Giang,Chợ Gạo,0.0
"Đường Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",41.2,5.0,4.0,2.0,3,2,Sale contract,Full,6.34,Hồ Chí Minh,Quận 7,0.0
"Đường Dã Tượng, Phường Vĩnh Nguyên, Nha Trang, Khánh Hòa",103.2,5.2,3.0,3.0,2,2,Have certificate,Full,5.3,Khánh Hòa,Nha Trang,0.0
"Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Long Biên, Hà Nội",56.0,5.0,4.0,5.0,6,6,Have certificate,Full,9.3,Hà Nội,Long Biên,1.0
"Đường Kha Vạn Cân, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",50.3,4.01,4.0,3.0,4,3,Have certificate,Basic,5.1,Hồ Chí Minh,Thủ Đức,1.0
"Đường Âu Dương Lân, Phường 3, Quận 8, Hồ Chí Minh",42.0,4.3,4.0,3.0,3,3,Have certificate,Full,6.4,Hồ Chí Minh,Quận 8,1.0
"Đường Triều Khúc, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",45.0,4.675,2.5,4.0,3,3,Have certificate,Basic,7.3,Hà Nội,Thanh Xuân,1.0
"Đường Trịnh Văn Bô, Phường Phương Canh, Nam Từ Liêm, Hà Nội.",35.0,4.0,3.0,5.0,3,4,Have certificate,Full,3.8,Hà Nội,Nam Từ Liêm,1.0
"Đường Số 3, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",120.6,5.01,5.0,1.0,2,2,Have certificate,No furnishings,8.8,Hồ Chí Minh,Thủ Đức,0.0
"Đường Đội Cấn, Phường Liễu Giai, Ba Đình, Hà Nội",43.0,4.4,5.0,5.0,3,1,Have certificate,No furnishings,6.0,Hà Nội,Ba Đình,1.0
"Đường 359, Phường Phước Long B, Quận 9, Hồ Chí Minh",62.0,4.0,5.0,3.0,3,4,Have certificate,Basic,5.99,Hồ Chí Minh,Quận 9,1.0
"Phường Dịch Vọng, Cầu Giấy, Hà Nội",50.0,4.0,10.0,4.0,4,5,Have certificate,Full,8.15,Hà Nội,Cầu Giấy,1.0
"Đường Hoàng Liên, Phường Liên Mạc, Bắc Từ Liêm, Hà Nội",45.0,6.0,4.0,5.0,3,4,Have certificate,Basic,4.9,Hà Nội,Bắc Từ Liêm,1.0
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",40.0,4.199999999999999,3.0,5.0,3,4,Have certificate,Full,7.5,Hà Nội,Bắc Từ Liêm,1.0
"Hẻm thông Đường Nguyễn Thị Kiểu, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",114.0,4.4,5.0,2.0,1,1,Have certificate,No furnishings,4.69,Hồ Chí Minh,Quận 12,0.0
"Đường Bùi Huy Bích, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",45.0,7.0,5.0,6.0,3,4,Have certificate,Full,9.6,Hà Nội,Hoàng Mai,1.0
"Đường Số 11, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",60.3,4.2,5.0,4.0,4,5,Have certificate,Basic,8.5,Hồ Chí Minh,Thủ Đức,1.0
"Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",100.0,5.0,5.0,4.0,6,7,Have certificate,No furnishings,9.5,Hồ Chí Minh,Thủ Đức,1.0
"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",50.0,2.0,2.5,4.0,3,3,Have certificate,Full,6.0,Hà Nội,Ba Đình,1.0
"Phường Linh Chiểu, Thủ Đức, Hồ Chí Minh",108.8,5.6,5.0,3.0,4,4,Have certificate,Full,9.3,Hồ Chí Minh,Thủ Đức,1.0
"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",42.0,4.0,6.0,6.0,4,4,Have certificate,No furnishings,8.5,Hà Nội,Hoàng Mai,1.0
"1942, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",62.5,5.5,4.0,3.0,4,3,Have certificate,Full,5.28,Hồ Chí Minh,Nhà Bè,1.0
"Dự án La Vida Residences, Đường 3/2, Phường 12, Vũng Tàu, Bà Rịa Vũng Tàu",103.2,5.0,11.0,4.0,3,4,Sale contract,No furnishings,6.5,Bà Rịa Vũng Tàu,Vũng Tàu,1.0
"Đường Kha Vạn Cân, Phường Linh Tây, Thủ Đức, Hồ Chí Minh",152.1,8.0,3.0,1.0,3,3,Sale contract,No furnishings,8.9,Hồ Chí Minh,Thủ Đức,0.0
"Đường Phan Huy Ích, Phường 15, Tân Bình, Hồ Chí Minh",68.0,4.0,8.0,3.0,4,5,Have certificate,No furnishings,7.45,Hồ Chí Minh,Tân Bình,1.0
"Đường Số 9, Phường Linh Tây, Thủ Đức, Hồ Chí Minh",77.2,6.9,5.9,2.0,4,4,Have certificate,Basic,6.0,Hồ Chí Minh,Thủ Đức,1.0
"Đường Huỳnh Tấn Phát, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",55.0,5.0,6.0,2.0,2,2,Have certificate,Basic,4.75,Hồ Chí Minh,Quận 7,0.0
"Ngõ 1181, Đường Quang Trung, Phường Yên Nghĩa, Hà Đông, Hà Nội",30.0,4.2,5.0,5.0,3,3,Have certificate,No furnishings,3.6,Hà Nội,Hà Đông,1.0
"Đường Đinh Công Tráng, Phường Thuận Phước, Hải Châu, Đà Nẵng",60.0,4.4,5.5,2.0,2,2,Sale contract,No furnishings,4.1,Đà Nẵng,Hải Châu,0.0
"Phố Xã Đàn, Phường Nam Đồng, Đống Đa, Hà Nội",42.0,5.1,3.0,5.0,3,3,Have certificate,Full,6.6,Hà Nội,Đống Đa,1.0
"Đường Phan Trọng Tuệ, Xã Tân Triều, Thanh Trì, Hà Nội",40.0,4.5,5.0,5.0,4,4,Have certificate,Full,6.3,Hà Nội,Thanh Trì,1.0
"Đường Số 9, Phường Linh Xuân, Thành phố Thủ Đức, Hồ Chí Minh",60.0,5.0,5.0,2.0,3,4,Have certificate,Full,4.4,Hồ Chí Minh,Thủ Đức,0.0
"Phường Hòa Thuận Tây, Hải Châu, Đà Nẵng",82.0,6.5,5.5,3.0,3,3,Have certificate,Full,6.8,Đà Nẵng,Hải Châu,0.0
"Ngõ 180, Đường Ỷ La, Phường Dương Nội, Hà Đông, Hà Nội",30.0,4.4,3.0,5.0,3,3,Have certificate,Full,4.15,Hà Nội,Hà Đông,1.0
"Đường DX 006, Phường Phú Mỹ, Thủ Dầu Một, Bình Dương",106.0,6.0,5.0,1.0,3,2,Have certificate,Full,3.75,Bình Dương,Thủ Dầu Một,0.0
"Tổ 9, Đường Nhân Trạch, Phường Phú Lương, Hà Đông, Hà Nội",44.0,4.4,5.0,5.0,4,6,Have certificate,Basic,4.55,Hà Nội,Hà Đông,1.0
"Đường DX 031, Phường Phú Mỹ, Thủ Dầu Một, Bình Dương",81.2,5.0,5.0,2.0,3,2,Have certificate,No furnishings,3.25,Bình Dương,Thủ Dầu Một,0.0
"Đường Nguyễn Thị Minh Khai, Phường Phú Hòa, Thủ Dầu Một, Bình Dương",110.0,5.0,5.0,2.5,2,1,Have certificate,No furnishings,2.7,Bình Dương,Thủ Dầu Một,0.0
"Phường Bạch Mai, Hai Bà Trưng, Hà Nội",66.0,3.4,5.0,4.0,3,3,Have certificate,Full,6.6,Hà Nội,Hai Bà Trưng,1.0
"Hẻm 288, Đường Huỳnh Văn Lũy, Phường Phú Lợi, Thủ Dầu Một, Bình Dương",95.0,5.0,4.0,2.0,4,4,Have certificate,Basic,3.28,Bình Dương,Thủ Dầu Một,0.0
"P Nhân Trạch, Phường Phú Lương, Hà Đông, Hà Nội",43.5,3.55,5.0,5.0,4,6,Have certificate,Basic,4.55,Hà Nội,Hà Đông,1.0
"Đường Huỳnh Văn Cù, Phường Chánh Mỹ, Thủ Dầu Một, Bình Dương",125.0,5.0,5.0,1.0,3,2,Have certificate,Basic,2.95,Bình Dương,Thủ Dầu Một,0.0
"Đường Bùi Quốc Khánh, Phường Chánh Nghĩa, Thủ Dầu Một, Bình Dương",70.0,5.0,4.0,3.0,4,3,Have certificate,Full,4.5,Bình Dương,Thủ Dầu Một,1.0
"Đường Thanh Lân, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",36.0,4.4,5.0,4.0,4,1,Sale contract,Full,5.2,Hà Nội,Hoàng Mai,1.0
"Đường DX 031, Phường Phú Mỹ, Thủ Dầu Một, Bình Dương",73.0,5.0,6.0,2.0,3,2,Have certificate,Basic,2.95,Bình Dương,Thủ Dầu Một,0.0
"Dự án Vinhomes Royal Island, Xã Thủy Triều, Thủy Nguyên, Hải Phòng",75.0,5.0,9.0,4.0,4,4,Sale contract,No furnishings,7.9,Hải Phòng,Thủy Nguyên,1.0
"Đường Phạm Văn Bạch, Phường 15, Tân Bình, Hồ Chí Minh",100.0,4.2,6.0,3.0,3,3,Have certificate,No furnishings,7.8,Hồ Chí Minh,Tân Bình,1.0
"Đường Xuân Đỗ, Phường Cự Khối, Long Biên, Hà Nội",30.9,4.91,5.0,5.0,3,3,Have certificate,Full,4.4,Hà Nội,Long Biên,1.0
"Đường Nguyễn Đức Thuận, Phường Hiệp Thành, Thủ Dầu Một, Bình Dương",79.4,5.0,5.0,1.0,3,2,Have certificate,Full,2.95,Bình Dương,Thủ Dầu Một,0.0
"Đường Kim Ngưu, Phường Minh Khai, Hai Bà Trưng, Hà Nội",30.0,3.5,3.0,5.0,3,3,Have certificate,No furnishings,5.5,Hà Nội,Hai Bà Trưng,1.0
"Đường D6, Phường Phú Tân, Thủ Dầu Một, Bình Dương",150.0,5.0,8.0,2.0,3,2,Have certificate,Basic,4.1,Bình Dương,Thủ Dầu Một,0.0
"Đường Hồ Văn Cống, Phường Tương Bình Hiệp, Thủ Dầu Một, Bình Dương",90.0,4.0,5.0,1.0,3,2,Have certificate,Full,2.28,Bình Dương,Thủ Dầu Một,0.0
"Đường DX 006, Phường Phú Mỹ, Thủ Dầu Một, Bình Dương",105.0,5.0,5.0,1.0,3,2,Have certificate,No furnishings,3.7,Bình Dương,Thủ Dầu Một,0.0
"Hẻm 85/112, Đường Bình Thành, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",130.0,8.0,8.0,3.0,4,5,Have certificate,No furnishings,8.05,Hồ Chí Minh,Bình Tân,1.0
"Đường 31, Phường Phú Mỹ, Thủ Dầu Một, Bình Dương",75.0,5.0,6.0,2.0,4,3,Sale contract,No furnishings,3.35,Bình Dương,Thủ Dầu Một,0.0
"Đường Thạnh Xuân 48, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",38.0,3.8,3.0,1.0,2,1,Have certificate,No furnishings,2.69,Hồ Chí Minh,Quận 12,0.0
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",32.0,4.199999999999999,3.0,5.0,3,4,Have certificate,No furnishings,4.99,Hà Nội,Bắc Từ Liêm,1.0
"Đường Vườn Lài, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",64.0,4.0,7.0,3.0,3,3,Have certificate,Full,4.85,Hồ Chí Minh,Quận 12,0.0
